scenario,battlefieldId,waveNumber,actualSpawnCount,spawningStartTick,spawningEndTick,deaths,leaks,peakConcurrentMonsterCount,peakPlayerSentOverlap,peakTotalBattlefieldPressure
none-vs-none,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-normal-ai,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-normal-ai,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-normal-ai,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-normal-ai,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-normal-ai,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-normal-ai,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
none-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
none-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
none-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
none-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
none-vs-normal-ai,lane_p2,6,6,1061,1146,4,0,5,0,5
none-vs-normal-ai,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-none,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-none,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-none,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-none,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-none,lane_p1,6,6,1061,1146,4,0,5,0,5
normal-ai-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
normal-ai-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
normal-ai-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
normal-ai-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
normal-ai-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
normal-ai-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
normal-ai-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p1,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p1,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p1,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p1,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p1,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p1,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p1,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p1,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,9,5,1661,1745,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p2,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p2,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p2,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p2,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p2,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p2,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p2,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p2,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,9,5,1661,1745,5,0,4,0,4
none-vs-none,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-normal-ai,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-normal-ai,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-normal-ai,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-normal-ai,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-normal-ai,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-normal-ai,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
none-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
none-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
none-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
none-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
none-vs-normal-ai,lane_p2,6,6,1061,1146,4,0,5,0,5
none-vs-normal-ai,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-none,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-none,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-none,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-none,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-none,lane_p1,6,6,1061,1146,4,0,5,0,5
normal-ai-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
normal-ai-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
normal-ai-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
normal-ai-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
normal-ai-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
normal-ai-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
normal-ai-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p1,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p1,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p1,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p1,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p1,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p1,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p1,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p1,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,9,5,1661,1745,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p2,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p2,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p2,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p2,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p2,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p2,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p2,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p2,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,9,5,1661,1745,5,0,4,0,4
none-vs-none,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-normal-ai,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-normal-ai,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-normal-ai,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-normal-ai,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-normal-ai,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-normal-ai,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
none-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
none-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
none-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
none-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
none-vs-normal-ai,lane_p2,6,6,1061,1146,4,0,5,0,5
none-vs-normal-ai,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-none,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-none,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-none,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-none,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-none,lane_p1,6,6,1061,1146,4,0,5,0,5
normal-ai-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
normal-ai-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
normal-ai-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
normal-ai-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
normal-ai-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
normal-ai-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
normal-ai-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p1,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p1,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p1,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p1,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p1,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p1,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p1,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p1,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,9,5,1661,1745,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p2,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p2,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p2,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p2,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p2,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p2,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p2,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p2,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,9,5,1661,1745,5,0,4,0,4
none-vs-none,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-normal-ai,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-normal-ai,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-normal-ai,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-normal-ai,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-normal-ai,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-normal-ai,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
none-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
none-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
none-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
none-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
none-vs-normal-ai,lane_p2,6,6,1061,1146,4,0,5,0,5
none-vs-normal-ai,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-none,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-none,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-none,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-none,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-none,lane_p1,6,6,1061,1146,4,0,5,0,5
normal-ai-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
normal-ai-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
normal-ai-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
normal-ai-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
normal-ai-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
normal-ai-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
normal-ai-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p1,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p1,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p1,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p1,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p1,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p1,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p1,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p1,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p1,9,5,1661,1745,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p2,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p2,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p2,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p2,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p2,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,18,11,3461,3651,8,3,10,0,10
normal-ai-vs-normal-ai,lane_p2,19,8,3661,3808,2,0,8,0,8
normal-ai-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,20,2,3861,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
normal-ai-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
normal-ai-vs-normal-ai,lane_p2,6,6,1061,1146,4,2,5,0,5
normal-ai-vs-normal-ai,lane_p2,7,5,1261,1345,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,8,5,1461,1545,5,0,4,0,4
normal-ai-vs-normal-ai,lane_p2,9,5,1661,1745,5,0,4,0,4
none-vs-none,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
none-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
none-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
none-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
none-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
none-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
none-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p1,1,3,61,103,0,3,3,0,3
none-vs-normal-ai,lane_p1,2,3,261,303,0,3,3,0,3
none-vs-normal-ai,lane_p1,3,3,461,503,0,3,3,0,3
none-vs-normal-ai,lane_p1,4,4,661,724,0,4,4,0,4
none-vs-normal-ai,lane_p1,5,6,861,946,0,6,6,0,6
none-vs-normal-ai,lane_p1,6,6,1061,1146,0,1,6,0,6
none-vs-normal-ai,lane_p1,7,2,1261,,0,0,2,0,2
none-vs-normal-ai,lane_p2,1,3,61,103,3,0,3,0,3
none-vs-normal-ai,lane_p2,2,3,261,303,3,0,3,0,3
none-vs-normal-ai,lane_p2,3,3,461,503,3,0,3,0,3
none-vs-normal-ai,lane_p2,4,4,661,724,4,0,3,0,3
none-vs-normal-ai,lane_p2,5,6,861,946,6,0,5,0,5
none-vs-normal-ai,lane_p2,6,6,1061,1146,4,0,5,0,5
none-vs-normal-ai,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-none,lane_p1,2,3,261,303,3,0,3,0,3
normal-ai-vs-none,lane_p1,3,3,461,503,3,0,3,0,3
normal-ai-vs-none,lane_p1,4,4,661,724,4,0,3,0,3
normal-ai-vs-none,lane_p1,5,6,861,946,6,0,5,0,5
normal-ai-vs-none,lane_p1,6,6,1061,1146,4,0,5,0,5
normal-ai-vs-none,lane_p1,7,2,1261,,0,0,2,0,2
normal-ai-vs-none,lane_p2,1,3,61,103,0,3,3,0,3
normal-ai-vs-none,lane_p2,2,3,261,303,0,3,3,0,3
normal-ai-vs-none,lane_p2,3,3,461,503,0,3,3,0,3
normal-ai-vs-none,lane_p2,4,4,661,724,0,4,4,0,4
normal-ai-vs-none,lane_p2,5,6,861,946,0,6,6,0,6
normal-ai-vs-none,lane_p2,6,6,1061,1146,0,1,6,0,6
normal-ai-vs-none,lane_p2,7,2,1261,,0,0,2,0,2
normal-ai-vs-normal-ai,lane_p1,1,3,61,103,3,0,3,0,3
normal-ai-vs-normal-ai,lane_p1,10,11,1861,2011,10,1,8,0,8
normal-ai-vs-normal-ai,lane_p1,11,6,2061,2166,5,1,6,0,6
normal-ai-vs-normal-ai,lane_p1,12,8,2261,2388,6,2,8,0,8
normal-ai-vs-normal-ai,lane_p1,13,7,2461,2587,7,0,7,0,7
normal-ai-vs-normal-ai,lane_p1,14,7,2661,2787,7,0,6,0,6
normal-ai-vs-normal-ai,lane_p1,15,10,2861,3030,10,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,16,8,3061,3208,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,17,8,3261,3408,8,0,8,0,8
normal-ai-vs-normal-ai,lane_p1,18,11,3461,3651,8,3,10,0,10
